72,Voedingsspecifiek Specifique alimentaire Fabrication de divers amuse-bouches en pâte feuilletée avec incorporation d’épices 
61,Lotus onder windows (basis)
41,Vastgoedpromotor
11,Schakelprogramma: master educatieve studies
23,Talen  Langues Nederlands
71,CNC - opleiding VDAB
72,Industriële houten constructies
73,Schrijnwerker
41,Méthode Scrum
91,Banaba in de intensieve zorg en spoedgevallenzorg
91,BaNaBa (bachelor na bachelor) in de intensieve zorg en spoedgevallenzorg
102,Formation de base pour personnel d'exécution des entrprises de gardiennage
41,Opleiding management systemen (ISO).
81,Melktechnieken bij rundvee
52,Bachelor Agro en Biotechnologie afstudeerrichtingen groenmanagement via afstandsonderwijs
102,Basismodule Stralingprotectie
92,Postgraduaat Fertiliteitscounsellor
91,I.S.C.O.
70,OTJ OPLEIDING PUNCH ZACHTE LIJN (Z/4814)
49,coaching scolaire
71,Formation technique en énergie et fluides
53,Topograaf
41,PAXISKOLLEG FÜR IM TARIF
91,Postgraduaat verpleegkundige in de wondzorg, de stomatherapie en het weefselherstel
70,Productieoperatoren op maat (5 daagse)
71,Automates programmables siemens S7
91,Spécialisation en pediatrie et néonatologie
71,Diagnostic de pannes sur installations de chauffage fuel/gaz
61,Linux
91,Basisvorming polyvalent verzorgende te Zellik
41,Initiation à la bureautique : tous les concepts
91,Verkort traject verpleegkunde voor O G-verpleegkundigen
71,Energietechnologie
82,Vellen van bomen 2 volledige dagen
102,Omgangskunde voor onthaalpersoneel
11,Le conflit: une opportunité de progression dans la relation professionelle et/ou pédagogique
42,Contextueel werken in functie van familiale bemiddeling
61,Autocad 23 : Bases
71,A04 Bediener bandschuurmachine
73,Ijzervlechten
41,BASISVEILIGHEID EN BEDRIJFSPROCESSEN
70,Methodes de conception
71,Siemens S7- 1500 Tia Portal onderhoudstechniekers gevorderden
102,Technisch Nederlands, Veiligheidsinstructies en Veiligheid grondwerken
40,Opleidingstraject nieuwe basismedewerkers, provincie West-Vlaanderen
81,Lei- en klimplanten
91,Bobath-opleiding
81,Herborist
102,Postgraduaat Rampenmanagement
41,Méthodologies en conduite de projets
104,TCVT W4-04 MACHINIST AUTOLAADKRAAN MET HIJSFUNCTIE
102,Basisopleiding preventieadviseur
31,Postgraduaat in de gedragstherapie (volwassenen)
31,Formation continue en santé mentale et psychiatrie : Module de formation panaché - Communication- (32h) au choix
41,Management van een woonzorgcentrum: praktijkopleiding
71,Part-66 : Module 15 - Turbine à gaz
71,Techniek en onderhoud Technique et maintenance EPLAN
41,ISOPAS kwaliteitsbewaking
102,Arbeidswelzijn Bien-être au travail Analyse de risques / Risicoanalyse
91,Banaba in de oncologische zorg
21,Multimedia realisator
70,Onderhoudsmedewerker - Alural Belgium
82,Boomkwekerij
102,Veiligheid in het WZC
71,Robot kuka exploitation
70,Product Configirator Traject
72,Werken met rubber en kunststoffen 1 volledige dag
91,Permanente vorming respiratoire kinesitherapie
61,IQ-VIS
71,Techniques du froid M4 : module brasage
61,Javascript - Dojo ToolKit
71,Techniek en onderhoud Technique et maintenance Printers
73,Tegelplaatser
81,Lecture des schémas hydrauliques
31,Experiënteel-integratief psychotherapeut voor kinderen, jongeren en hun gezin - 4 jaar
91,Referentiepersoon Wondzorg, extra editie
71,Coupe des outils: tournage/fraisage
102,Normes nucléaires françaises
92,Bijzondere beroepsbekwaamheid geriatrische verpleegkunde 13-14
71,WinCC : Exploitation - Maintenance
91,Postgraduaat Oncologische diëtetiek
91,opleiding voor de regularisatie van apotheekassistent
91,Basisopleiding Palliatieve Zorg Voor Verpleegkundigen en Verzorgenden werkzaam in woonzorgcentra
71,Electro-mechanica
61,Opleiding Atlas: X dock implementatie, process en systemen.
71,Principes pneumatique et hydraulique
42,Rechtspraktijk
91,Microkinésithérapie
11,Formation continuée
41,Prévention et Bien-être - Expression et communication - Revenus et fiscalité
31,Postgraduaat psychotherapie jeugd en context - 3e cyclus - jaar 2
23,Zweeds richtgraad 1
91,Bachelor in de intensieve zorgen en de spoedgevallenzorg (BANABA)
73,Dakdekken schuine daken
21,Cinema 4D - Initiation
91,Postgraduaat Palliatieve zorgen
91,Zorgverlener met therapiepaarden
71,ECC1: kettingzaag onderhoud en korttechnieken 1 volledige dag
61,BUREAUTIQUE - Access
72,Voedingsspecifiek Specifique alimentaire Formation théorique sur les principes de pasteurisation
11,Eénjarige opleiding onderwijzer(es) -  Omgevormd tot bachelor B-route
21,Animateurs Candidats (ANI)
91,Senisplan - consultencursus
92,Formation à la Therapie Familiale et à l'intervention Systémitique - troisième année
84,Kunstmatige inseminatie van rundvee
72,Distributielogistiek
72,B.06 Insteller/bediener CNC zaagcentrum houtbouw
71,Industriële ingenieurswetenschappen
31,De nieuwe culturele, sociale en economische realiteit op de werkvloer - 2
91,Professionele bachelor in de logopedie en de audiologie - afstudeerrichting logopedie
70,Process and Methods
71,Technicus onderhoudsmechanica
31,Postgraduaat Opleiding Psychotherapie - optie volwassenen
71,Bedienaar fineersnijmachine
72,Voedingsspecifiek Specifique alimentaire Darmverwerking naar operatiedraad
71,Lecture de plans en tuyauterie isométrique
41,Management en beleid van de gezondheidszorg
71,elektrische en mechanische bijscholing
71,Industriële wetenschappen: kunststofverwerking
41,militantenvorming transport en logistiek – Hasselt Niet rijdend personeel
51,Connaissance et maîtrise du périnée (CMP)
61,Initiation à l’informatique d’aujourd’hui
83,Hoefverzorging bij paarden
91,Osteopathie - Opleiding tot D.O. - Degree in Osteopathy
73,Coffreur-ferrailleur
92,Permanente vorming : Dagelijkse kost 65+, recente inzichten over voeding bij ouderen : theorie en praktijk
31,Postgraduaat Intercultureel werken en coachen
71,Complexe interieurelementen vergaren/monteren
91,Postgraduaat neurologische taal-en spraakstoornissen
91,Basiscursus palliatieve zorg voor zorgkundigen
71,Bussystemen
71,Positionnement avec moteurs a pas et moteurs asservis
71,Electroérosion par enfonçage
70,WERKVOORBEREIDING EN PLANNING -800
41,Communication 2eme année
71,TECHNISCHE OPLEIDINGEN
70,OTJ NIEUWE MEDEWERKERS (16/1698)
100,Attestvernieuwing hoogtewerker 1d
41,Antwerpen Themamodule : naar een sociaal personeelsbeleid : van werving tot competentiebeleid
104,Transport- en logistiek medewerker
91,Radioprotection (RX21)
31,Politieke communicatie
71,Mechanica en materialenleer
91,Formation en santé communautaire - 270h
61,C#.NET
92,Opleiding tot geheugentrainer
61,Opleiding IT-Medewerker
104,Veilig werken met mobiele arbeidsmiddelen: grondverzet en verplaatsen van lasten
41,MANAGEMENT - Analyse de la valeur
81,Attest vervoer leven vee - pluimvee
31,Maatschappijoriëntatie: Mobiliteit
41,Organisator van evenementen
91,Lymfologie
92,Permanente vorming welzijn op het werk: basismodule
61,Adobe After Effects - Initiation
91,Certificat de spécialisation en rééducation vestibulaire et des troubles de l'équilibre
102,CMSE (Certified Machinery Safety Expert)
91,Postgraduaat Oncologische zorg - basismodule
70,OTJ Machineopleiding - 40 u
23,Duits richtgraad 4
61,3D Studio Max - Spécialisation (Animation de personage)
71,MECHANISCHE TECHNIEKEN NIEUWE ELEKTROMEKANIEKERS*
23,Arabistiek en Islamkunde
61,Référent en informatique
71,ACET3A60A-07/06-16 A318/A319/A320/A321 (cfm56) EASA Part-66 B1 B2 Theoretical
91,Basisvorming polyvalent verzorgende - logsitiek Medewerker
71,Backorderrecovery Trucks/Bus (40u)
81,Sorteren van appelen en peren
21,Quark Xpress
73,Metselen basistechnieken
71,Onderhoud van dieselmotoren
71,Hulp-lasser
71,INTERNE OPLEIDING MET BETREKKING TOT HYBRIDE WAGENS
21,Digital Arts and Entertainment
71,Mecanicien bromfietsen en tuinmateriaal
22,Kunstwetenschappen en archeologie
81,Aanleggen van een moestuin 1 volledige dag
91,Postgraduaat forensische psychodiagnostiek en counseling
91,formation à l'approche Montessori adaptée aux personnes a^gées atteintes de troubles cognitifs
81,Tuinverzorger
31,Procesgericht en systeemtheoretisch werken met individuen (OSIH 13)
71,TIG-lasser
31,Formation continue en santé mentale et psychiatrie : Module de formation panaché - Communication (32h) au choix
91,Postgraduaat Menopauzeconsulent
31,Bachelor in de toegepaste psychologie
91,Banaba verpleegkunde in de intensieve zorg en spoedgevallenzorg module 3: urgentie en spoedgevallenzorg 
71,Programmation CNC - Makino T2
92,Opleidingstrafect counseling
61,AutoCad-basis
41,Regionale Ondernemingswerking - Deel 1 - Jaargang 2
84,Rundveekziekten en medicijnen
3,mentor op de werkvloer
71,Motorvoertuigentechniek
71,Elektriciteit industriële voertuigen 2
91,Cervicobrachialgie en Manuele Therapie
102,EHBO-nijverheidshelper (met attest)
91,Centrale Basiscursus palliatieve zorg najaar 2015 Diksmuide
72,Voedingsspecifiek Specifique alimentaire Vlees: Conserven
90,Kooperationsmanagement - Leitung in multiprofessionellen Sozial- und Gesundheitsdiensten - MA (Management de coopération - Direction dans des services multiprofessionnels sociaux et de santé - master of arts)
52,Postgraduaat Milieucoördinator niveau A
73,Werken met bulldozer
61,VPS OPLEIDING SAFETY AMBASSADORS
70,OTJ OPLEIDING GREGALE ZACHT (Z/4813)
41,Training management I
23,Engels richtgraad 1
71,Tig lassen buis
71,Warehouse-/Lijnverantwoordelijke- Provan bvba
72,Voedingsspecifiek Specifique alimentaire Mettre au point des boissons aux propriétés organoleptiques et nutionnelles recherchées
92,Le soin relationnel. Communiquer avec la personne agée en perte d'autonomie
71,Eplan P8 basic training
71,Eplan PB Basis Training
21,TECHNIQUE - CATIA
61,INFORMATIQUE - Programmation sécurisée en langage C
102,Attestvernieuwing EHBO basis/nijverheidshelper
91,Postgraduaat Oncologische zorg: voltijds traject Postgraduaat Oncologische zorg: basismodule Postgraduaat Oncologische zorg: verdiepingsmodule
41,SS en Performance Management
71,Basisitechnieken lassen 4d
92,Postgraduaat : verantwoordelijke in de kinderopvang
61,formation professionnelle ERP
71,Digitaal drukker
21,Schakelprogramma: master beeldende kunsten (GO)
91,Gerontologie
104,Heftruck / Reachtruck (5 dagen)
61,User Experience Designer
23,Taaltraining nederlands
91,Deltaopleiding - hulpverlening
82,Tree Worker
41,QC ALGEMEEN
71,Technique de débosselage
70,Opleiding Buiger
21,Modelage
102,EHBO
41,Competentiemanagement Management des compétences Structureren van werkplekleren
92,Verkorte leerroute/bachelor sociaal werk (verlenging)
21,Huisschilder
42,Module Juridique de base – Zone 5
71,Machineregelaar  spuitgieten
92,Postgraduaat Auti-coach
21,Audiovisuele technieken: fotografie
102,Formation en stress au travail et burnout
41,A15 Magazijnier - goederenbehandelaar
41,SCM KENNIS OPBOUW IW
58,nanowetenschappen, nanotechnologie en nano-engineering
71,Opleiding VCE Reman (120u)
72,Lijnverantwoordelijke lijn 2
71,Elektriciteit en schakeldienst
71,Techniek en onderhoud Technique et maintenance Motorsturingen
22,Gegradueerde voor het godsdienstonderricht in het lager secundair onderwijs
92,Formation à la Thérapie Familiale et à l'Intervention Systémique / Troisième Année
11,Onderwijs: lager onderwijs
91,gezondheidswetenschappen
80,Parcours vaste planten en heesters 6d
70,Postgraduate Course in Community Service Engineering
91,Bachelor in de verpleegkunde- programma met studieomvangsvermindering (brugopleiding verpleegkunde)
71,Installations alimentées au Fuel / Mazout
73,Sanitaire & elekrtische toestellen installeren (i.f.v. interieurbouw)
61,Upgrade DB III + naar DB IV
91,Mesures transitoires Salle d'opération (2014-2016) - Session de september 2015
71,Roterende verreiker
61,Adobe Flash
42,International and European Law
91,Bachelor in de verpleegkunde (in hoger afstandsonderwijs met begeleiding op maat) 
104,INZET BULKWAGEN
91,Brugtraject bachelor in de verpleegkunde basistraject + keuzetraject geriatrische verpleegkunde, keuzetraject pyshiatrische verpleegkunde, keuzetraject sociale verpleegkunde en keuzetraject ziekenhuisverpleegkunde
72,Voedingsspecifiek Specifique alimentaire Desserts met ijs - Les glaces / les parfaits
21,Pianostemmer en -hersteller
72,Voedingsspecifiek Specifique alimentaire Vleeswarenfabricage
72,Opkitter
91,Bachelor in de oncologische zorg
103,Cours superieur prevention incidence
41,Communicatie te Peer, Hasselt en Genk
51,Toegepaste biologische wetenschappen: levensmiddelenwetenschappen en voeding
81,Akkerbouw -loonwerk
61,DMS systemen
101,Sportfunctionaris
91,Postgraduaat pediatrie en neonatalogie
91,Formation Tutorat en soins infirmiers
52,Groenonderhoud voor onderhoudsarbeiders
41,Algemene vaardigheden en arbeidsattituden
31,Certificat universitaire en clinique psychothérapeutique d'orientation infanto-juvénile
91,Referentieverpleegkundige wondzorg
102,Preventieadviseur niveau 1 (Bedrijfsinterne opleiding bij RETTIG BELGIUM NV)
92,Bachelor Na Bachelor Pediatrie en Neonatologie
3,Zwijgen is zilver, duidelijk spreken is goud
51,Agro- en biotechnologie
70,Metrologie tridimentionnelle
92,Formation à l'approche systémique et à la thérapie familiale
70,Process and Methods in Application Development
102,VCA basis (geldt ook als attestvernieuwing) 8u
102,Specialisatiemodule niveau 1 - arbeidshygiëne
71,Hoogvolt - Voertuig
102,Beveiligingsopleiding voor leidinggevenden (G4S)
71,Kraanman
92,Formation à l'approche systémique et à intervention familiale
71,Maintenance en robinetterie : niveau 2
73,Graafmachine - wiellader
3,Schriftelijke module 1 - Beter nota's nemen en een synthese maken en de vakbondsstrategieën in afwachting van de verkiezingen van 2018 en 2019
70,Opleiding operatoren
23,Néerlandais dans l'horeca - Module 1
91,Approfondissement en soins palliatifs
71,IRCA CERTIFIED QMS LEAD AUDITOR - AS9100:2016 REV D VARIANT
91,Professionele bachelor in de verpleegkunde via route 33: opleidingsfase 1
31,Formation pluridisciplinaire à la prise en charge de la maltraitance infantile
71,Diagnostic et remplacement des roulements
81,Onderhoud en afstellen van maaidorsers 3d
52,Opzetten van milieumanagementsystemen
91,Permanente vorming Refertieverpleegkundige Pijn
91,Basismodule voor verzorgenden
104,Bestuurder mobiele kraan AV013
3,Opleiding resultaten via mensen
41,PROFESSIONAL COACH
91,Formation théorique et pratique pour les soins intensifs et aide médicale urgente
53,Chemistry
61,Outlook avancé
71,Usinage : forage, filetage, taraudage
53,Chimie minérale
91,Permanente vorming hematologie
54,Prism
71,Sisco - Wireless
91,Lactation humaine
72,Kwaliteitszorg Sécurité alimentaire et qualité Update BRC-norm
23,DUITSE LES - INDIVIDUELE SESSIES
23,Taalbad Nederlands voor anderstaligen
71,A21 Omstelrijdreductie - SMED
102,Basiscursus ergonomie voor (ergo-)therapeuten
72,Specifieke vorming binnen de zuivelnijverheid
102,Sensibilisation à la sécurité
91,Formation de base en soins palliatifs
91,Postgraduaat wondzorg 
71,Usinage CN tournage : programmeur
73,Aanleggen en verhardingen (tegels, klinkers, kasseien en waterdoorlaatbare verhardingen) 3d
71,Breedbandschuurmachinebedienaar
11,Formation professionnelle des nouveaux conseillers
71,Penta AK (120u)
73,Maçonnerie zinc plomb et cuivre
1,Leuven:basisvorming 3
71,Onderhoud van heftrucks 1d
102,Arbeidswelzijn Bien-être au travail Defensief rijden / Conduite défensive
73,Grijswerk/lijmspuiter vervolmaking
71,OTJ nieuwe medewerker profileerlijn basis - 160 u
11,Educational Studies
61,Module 13 : Cisco CCNA (Version 5) Partie 2 : IPv4 avancé
91,Kraamzorg - zorgregio Genk, Hasselt, Leuven en Peer
71,Technieker centrale verwarming
91,permanente vorming Klinische psychodiagnotiek kinderen
41,Communicatie Communication Competentie
41,Introductie-training HR BP: Total Compensation Policy / job catalogue / .
71,HVAC principe de base
91,Autimse: een methodische benadering
71,Programmation CNC Manual Turn
91,Herbronningsreeks voor verzorgenden - zorgregio Mechelen
91,Specialisatie - opleiding: pre-therapie. cliëntgerichte zorg voor psychosegevoelgige mesnen. Herstel en versterken van contact
61,Autocad
61,ICT infrastructure, network management & internet
81,Erkend gebruiker van sproeistoffen
72,Voedingsspecifiek Specifique alimentaire Vlees: Gelei en Aspic
73,Het Arei - Het Algemeen Reglement op de Elektrische installaties
41,Marketing opérationnel
104,Bestuurders-afleveraars
91,Opleiding Fasciatherapie voor kinesitherapeuten en postgraduaat Sensoriële Osteopathie voor kinesitherapeuten/osteopaten. Opleiding perceptieve pedagogie voor pedagogen en psychologen
41,Ligne hiérarchique
91,referentenopleiding palliatieve zorg
71,Beroepsopleiding technieken: verwarming met stookolie
72,Intensief programma brouwerij cursus
21,Inlijster
71,Gecertificeerd aspirant-installateur van hernieuwbare energie - ondiepe geothermische systemen
71,HOEKNAADLASSEN MET ELEKTRODE
72,INGANGSCONTROLE - 117U
91,Basisopleiding voor hulpverlener-ambulancier
71,Theoretical Chemistry and Computational Modelling (EM)
73,Dichtingswerken - Platte Daken
81,Klauwverzorging bij rundvee 3 volledige dagen
11,Postgraduaat adventure education - ervaringsleren in buitenactiviteiten
91,Postgraduaat Interdisciplinaire Geestelijke Gezondheidszorg
91,Bij-en nascholing autopsie-assistent
92,Agogische bijscholing orthopedagogie
91,Postgraduaat oncologiche gezondheidszorg
41,Start To Plan in een WZC
23,Nederlands tweede taal alfabetisering richtgraad 1
71,ELECTRICITE INDUSTRIELLE
104,Transport and Maritime Economics
92,Postgraduaat mindfulness. Toepassingen in de gezondheidssector en de welzijnssector
41,Leidinggeven en vormingen
73,Basisvorming Bouw  jaar 1 (40u) 
61,PL / SQL sur Oracle (Procedural Language / Structured Query L
41,Winkelmanagement
104,Nascholing vakbekwaamheid beroepschauffeurs C-CE
41,Opleiding TO - TM opvolgers.
41,Verzekeringen voor Personen in Contact met het Publiek (PCP)
70,OTJ VERHOGING MULTI-INZETBAARHEID (16/1398)
71,Onderhoud en afstellen van groot- en kleinpakpersen
73,Introductiecursus voor werknemers uit SVK's
71,NIEUW PROJECT FORD FIESTA KEULEN
101,Maatwerk damespatronen
71,Électricité de base
81,Wijnbouwer-wijnmaker
22,Humane wetenschappen ASO 3
81,Ziekten en plagen in de tuinen 1 volledige dag
72,Voedingsspecifiek Specifique alimentaire Les viennoiseries: entre tradition et modernisme!
2,Open Wiskunde
91,Bachelor in de vroedkunde via afstandsonderwijs
41,Melba
41,Prince 2® - Fondamentalis
3,mentorenopleiding
90,Life coaching
104,Vakbekwaamheid, d.i. de verplichte nascholing van chauffeurs rijbewijs C en CE
92,Master en sciences de la famille et de la sexualité
61,MS-works
91,Bachelor in de oncologische zorg (Banaba)
92,basisopleiding gezinshelper - dienstverlening aan personen
71,Techniek en onderhoud Technique et maintenance SMED Reductie van stilstandtijden
91,zorgtechnologie
72,Kwaliteitszorg Sécurité alimentaire et qualité Etikettering
3,Trading for new leaders
3,Stagementor reeks 1 - doelgroep verpleegkundigen,vroedkundigen en paramedici
82,Boomverzorger
73,Aannemer dichtingswerken
71,LIJNOPERATOR NIVEAU 1 - 156u
91,Infirmier éducateur ayant une expertise en diabétologie
